source,q_lo,q_hi,n_metrics_regress,metrics_regressed,ssim2_gpu_lo,ssim2_gpu_hi,ba_gpu_lo,ba_gpu_hi,ssim2_cpu_lo,ssim2_cpu_hi,ba_cpu_lo,ba_cpu_hi,dssim_lo,dssim_hi,size_lo,size_hi,decoded_lo,decoded_hi
/mnt/v/input/zensim/sources/0247f78c5099e6fd_513x769.png,15,20,2,"ba_cpu,ba_gpu",41.41915392538027,46.80995176215964,6.272889137268066,6.324676036834717,41.421556047359054,46.80195108502468,6.302373886108398,6.460693359375,0.00985794,0.0080843,15058,17152,/mnt/v/input/zensim/images/0247f78c5099e6fd_513x769/zenwebp-default-m4/q15.png,/mnt/v/input/zensim/images/0247f78c5099e6fd_513x769/zenwebp-default-m4/q20.png
/mnt/v/input/zensim/sources/0247f78c5099e6fd_513x769.png,40,60,5,"ba_cpu,ba_gpu,dssim,ssim2_cpu,ssim2_gpu",60.41884132747838,58.52568651825582,3.977417469024658,8.954996109008789,60.42873367629774,58.532660016439834,4.01772403717041,8.96024227142334,0.00473331,0.00567174,24840,31514,/mnt/v/input/zensim/images/0247f78c5099e6fd_513x769/zenwebp-default-m4/q40.png,/mnt/v/input/zensim/images/0247f78c5099e6fd_513x769/zenwebp-default-m4/q60.png
/mnt/v/input/zensim/sources/0247f78c5099e6fd_818x1022.png,5,10,2,"ba_cpu,ba_gpu",22.828547602475968,29.408532385781765,8.482751846313477,12.19888973236084,22.83939276493654,29.401995338610234,8.567209243774414,12.203554153442383,0.01617752,0.01386454,23890,28722,/mnt/v/input/zensim/images/0247f78c5099e6fd_818x1022/zenwebp-default-m4/q5.png,/mnt/v/input/zensim/images/0247f78c5099e6fd_818x1022/zenwebp-default-m4/q10.png
/mnt/v/input/zensim/sources/0247f78c5099e6fd_818x1022.png,15,25,2,"ba_cpu,ba_gpu",40.19002133098137,45.44613603591431,6.202090263366699,8.933032989501953,40.166066548204455,45.4315167237828,6.210467338562012,8.976668357849121,0.0099876,0.00804402,32878,42044,/mnt/v/input/zensim/images/0247f78c5099e6fd_818x1022/zenwebp-default-m4/q15.png,/mnt/v/input/zensim/images/0247f78c5099e6fd_818x1022/zenwebp-default-m4/q25.png
/mnt/v/input/zensim/sources/0247f78c5099e6fd_818x1022.png,70,80,5,"ba_cpu,ba_gpu,dssim,ssim2_cpu,ssim2_gpu",70.10292071962667,55.53862813555918,3.393996000289917,15.118461608886719,70.0476480570871,55.49090032951061,3.4440650939941406,15.115861892700195,0.0026138,0.00602512,78790,104118,/mnt/v/input/zensim/images/0247f78c5099e6fd_818x1022/zenwebp-default-m4/q70.png,/mnt/v/input/zensim/images/0247f78c5099e6fd_818x1022/zenwebp-default-m4/q80.png
/mnt/v/input/zensim/sources/03484c8be395c40d_769x513.png,10,15,2,"ba_cpu,ba_gpu",70.39718384090243,72.62080588328718,6.629042625427246,6.733310222625732,70.52192451712611,72.6039389684897,6.647351264953613,6.763090133666992,0.00243702,0.00210066,8444,9514,/mnt/v/input/zensim/images/03484c8be395c40d_769x513/zenwebp-default-m4/q10.png,/mnt/v/input/zensim/images/03484c8be395c40d_769x513/zenwebp-default-m4/q15.png
/mnt/v/input/zensim/sources/0364e65f5cf278d0_1024sq.png,5,10,2,"ba_cpu,ba_gpu",5.176919219961338,14.222893374374372,8.080039978027344,15.936436653137207,5.175335893038415,14.227259146767093,8.111918449401855,15.93333625793457,0.02445679,0.02018305,51302,63710,/mnt/v/input/zensim/images/0364e65f5cf278d0_1024sq/zenwebp-default-m4/q5.png,/mnt/v/input/zensim/images/0364e65f5cf278d0_1024sq/zenwebp-default-m4/q10.png
/mnt/v/input/zensim/sources/0364e65f5cf278d0_1024sq.png,30,60,5,"ba_cpu,ba_gpu,dssim,ssim2_cpu,ssim2_gpu",43.93764071887415,37.377563778326184,4.5734734535217285,27.02887535095215,43.92075836263743,37.37214549623588,4.611992359161377,27.02440071105957,0.00785273,0.00973514,106200,145424,/mnt/v/input/zensim/images/0364e65f5cf278d0_1024sq/zenwebp-default-m4/q30.png,/mnt/v/input/zensim/images/0364e65f5cf278d0_1024sq/zenwebp-default-m4/q60.png
/mnt/v/input/zensim/sources/0364e65f5cf278d0_1024sq.png,60,80,3,"dssim,ssim2_cpu,ssim2_gpu",37.377563778326184,35.904153599362886,27.02887535095215,15.222541809082031,37.37214549623588,35.90314453679394,27.02440071105957,15.218878746032715,0.00973514,0.01319756,145424,201434,/mnt/v/input/zensim/images/0364e65f5cf278d0_1024sq/zenwebp-default-m4/q60.png,/mnt/v/input/zensim/images/0364e65f5cf278d0_1024sq/zenwebp-default-m4/q80.png
/mnt/v/input/zensim/sources/0364e65f5cf278d0_512sq.png,20,25,5,"ba_cpu,ba_gpu,dssim,ssim2_cpu,ssim2_gpu",33.62821453276135,33.076166429164516,4.62194299697876,7.932765007019043,33.62385225329773,33.077002072701866,4.685716152191162,7.943861961364746,0.01283069,0.01357667,33472,37506,/mnt/v/input/zensim/images/0364e65f5cf278d0_512sq/zenwebp-default-m4/q20.png,/mnt/v/input/zensim/images/0364e65f5cf278d0_512sq/zenwebp-default-m4/q25.png
